year,ID_NUMBER,FACILITY_NAME,STREET_ADDRESS,CITY_NAME,STATE_CODE,ZIP_CODE,actual,predicted
2017,CA9570025149,DEPT OF AIR FORCE VANDENBERG AFB,1028 ICELAND AVENUE,VANDENBERG AFB,CA,93436-0000,0,0
2017,CAD057506248,UPPER VALLEY DISPOSAL SERVICE,WHITEHALL LANE,SAINT HELENA,CA,94574,1,0
2017,CAD053866794,PATRIOT ENVIRONMENTAL SERVICES,508 EAST E ST,WILMINGTON,CA,90744,0,0
2017,CAD053866794,PATRIOT ENVIRONMENTAL SERVICES,508 EAST E ST,WILMINGTON,CA,90744,0,0
2017,CAD053866794,PATRIOT ENVIRONMENTAL SERVICES,508 EAST E ST,WILMINGTON,CA,90744,0,0
2017,CAD053866794,PATRIOT ENVIRONMENTAL SERVICES,508 EAST E ST,WILMINGTON,CA,90744,0,0
2017,CAD053866794,PATRIOT ENVIRONMENTAL SERVICES,508 EAST E ST,WILMINGTON,CA,90744,0,0
2017,CAD055559678,BENS TRUCK AND EQUIPMENT INC,2060 MONTGOMERY RD,RED BLUFF,CA,96080,1,0
2017,CAD055559678,BENS TRUCK AND EQUIPMENT INC,2060 MONTGOMERY RD,RED BLUFF,CA,96080,0,0
2017,CAD055559678,BENS TRUCK AND EQUIPMENT INC,2060 MONTGOMERY RD,RED BLUFF,CA,96080,0,0
2017,CAD059277137,CENTRAL WIRE INC,2500 SOUTH A STREET,PERRIS,CA,92570-9317,1,0
2017,CAD059277137,CENTRAL WIRE INC,2500 SOUTH A STREET,PERRIS,CA,92570-9317,1,0
2017,CAD059277137,CENTRAL WIRE INC,2500 SOUTH A STREET,PERRIS,CA,92570-9317,0,0
2017,CAD059277137,CENTRAL WIRE INC,2500 SOUTH A STREET,PERRIS,CA,92570-9317,0,0
2017,CAD059277137,CENTRAL WIRE INC,2500 SOUTH A STREET,PERRIS,CA,92570-9317,0,0
2017,CAD059277137,CENTRAL WIRE INC,2500 SOUTH A STREET,PERRIS,CA,92570-9317,0,0
2017,CAD008371098,"ALTAIR PARAMOUNT, LLC",14700 DOWNEY AVE,PARAMOUNT,CA,90723,1,0
2017,CAD008371098,"ALTAIR PARAMOUNT, LLC",14700 DOWNEY AVE,PARAMOUNT,CA,90723,1,0
2017,CAD066113465,SAFETY-KLEEN,3561 S MAPLE,FRESNO,CA,93725-2415,1,0
2017,CAD066113465,SAFETY-KLEEN,3561 S MAPLE,FRESNO,CA,93725-2415,1,0
2017,CAD066113465,SAFETY-KLEEN,3561 S MAPLE,FRESNO,CA,93725-2415,0,0
2017,CAD066113465,SAFETY-KLEEN,3561 S MAPLE,FRESNO,CA,93725-2415,0,0
2017,CAD008488025,PHIBRO-TECH INC,8851 DICE ROAD,SANTA FE SPRINGS,CA,90670-2515,0,0
2017,CAD008488025,PHIBRO-TECH INC,8851 DICE ROAD,SANTA FE SPRINGS,CA,90670-2515,0,0
2017,CAD008488025,PHIBRO-TECH INC,8851 DICE ROAD,SANTA FE SPRINGS,CA,90670-2515,0,0
2017,CAD008488025,PHIBRO-TECH INC,8851 DICE ROAD,SANTA FE SPRINGS,CA,90670-2515,0,0
2017,CAD008488025,PHIBRO-TECH INC,8851 DICE ROAD,SANTA FE SPRINGS,CA,90670-2515,0,0
2017,CAD008488025,PHIBRO-TECH INC,8851 DICE ROAD,SANTA FE SPRINGS,CA,90670-2515,0,0
2017,CAD008488025,PHIBRO-TECH INC,8851 DICE ROAD,SANTA FE SPRINGS,CA,90670-2515,0,0
2017,CAD008488025,PHIBRO-TECH INC,8851 DICE ROAD,SANTA FE SPRINGS,CA,90670-2515,0,0
2017,CAD008488025,PHIBRO-TECH INC,8851 DICE ROAD,SANTA FE SPRINGS,CA,90670-2515,0,0
2017,CAD008488025,PHIBRO-TECH INC,8851 DICE ROAD,SANTA FE SPRINGS,CA,90670-2515,0,0
2017,CAD008488025,PHIBRO-TECH INC,8851 DICE ROAD,SANTA FE SPRINGS,CA,90670-2515,0,0
2017,CAD008488025,PHIBRO-TECH INC,8851 DICE ROAD,SANTA FE SPRINGS,CA,90670-2515,0,0
2017,CAD008488025,PHIBRO-TECH INC,8851 DICE ROAD,SANTA FE SPRINGS,CA,90670-2515,0,0
2017,CAD008488025,PHIBRO-TECH INC,8851 DICE ROAD,SANTA FE SPRINGS,CA,90670-2515,0,0
2017,CAD008488025,PHIBRO-TECH INC,8851 DICE ROAD,SANTA FE SPRINGS,CA,90670-2515,0,0
2017,CAD008488025,PHIBRO-TECH INC,8851 DICE ROAD,SANTA FE SPRINGS,CA,90670-2515,0,0
2017,CAD008488025,PHIBRO-TECH INC,8851 DICE ROAD,SANTA FE SPRINGS,CA,90670-2515,0,0
2017,CAD008488025,PHIBRO-TECH INC,8851 DICE ROAD,SANTA FE SPRINGS,CA,90670-2515,0,0
2017,CAD008488025,PHIBRO-TECH INC,8851 DICE ROAD,SANTA FE SPRINGS,CA,90670-2515,0,0
2017,CAD008488025,PHIBRO-TECH INC,8851 DICE ROAD,SANTA FE SPRINGS,CA,90670-2515,0,0
2017,CAD008488025,PHIBRO-TECH INC,8851 DICE ROAD,SANTA FE SPRINGS,CA,90670-2515,0,0
2017,CAD008488025,PHIBRO-TECH INC,8851 DICE ROAD,SANTA FE SPRINGS,CA,90670-2515,0,0
2017,CAD008488025,PHIBRO-TECH INC,8851 DICE ROAD,SANTA FE SPRINGS,CA,90670-2515,0,0
2017,CAD008488025,PHIBRO-TECH INC,8851 DICE ROAD,SANTA FE SPRINGS,CA,90670-2515,0,0
2017,CAD008345464,LUNDAY-THAGARD COMPANY DBA WORLD OIL REFINING,9302 GARFIELD AVENUE,SOUTH GATE,CA,90280-0000,1,0
2017,CAD008302903,VEOLIA ES TECHNICAL SOLUTIONS LLC,1704 W FIRST ST,AZUSA,CA,91702,1,1
2017,CAD008302903,VEOLIA ES TECHNICAL SOLUTIONS LLC,1704 W FIRST ST,AZUSA,CA,91702,1,1
2017,CAD008302903,VEOLIA ES TECHNICAL SOLUTIONS LLC,1704 W FIRST ST,AZUSA,CA,91702,1,1
2017,CAD008302903,VEOLIA ES TECHNICAL SOLUTIONS LLC,1704 W FIRST ST,AZUSA,CA,91702,1,1
2017,CAD008302903,VEOLIA ES TECHNICAL SOLUTIONS LLC,1704 W FIRST ST,AZUSA,CA,91702,1,1
2017,CAD008302903,VEOLIA ES TECHNICAL SOLUTIONS LLC,1704 W FIRST ST,AZUSA,CA,91702,1,1
2017,CAD008302903,VEOLIA ES TECHNICAL SOLUTIONS LLC,1704 W FIRST ST,AZUSA,CA,91702,1,1
2017,CAD008302903,VEOLIA ES TECHNICAL SOLUTIONS LLC,1704 W FIRST ST,AZUSA,CA,91702,1,1
2017,CAD008302903,VEOLIA ES TECHNICAL SOLUTIONS LLC,1704 W FIRST ST,AZUSA,CA,91702,1,1
2017,CAD008302903,VEOLIA ES TECHNICAL SOLUTIONS LLC,1704 W FIRST ST,AZUSA,CA,91702,1,1
2017,CAD008302903,VEOLIA ES TECHNICAL SOLUTIONS LLC,1704 W FIRST ST,AZUSA,CA,91702,1,1
2017,CAD008302903,VEOLIA ES TECHNICAL SOLUTIONS LLC,1704 W FIRST ST,AZUSA,CA,91702,1,1
2017,CAD008302903,VEOLIA ES TECHNICAL SOLUTIONS LLC,1704 W FIRST ST,AZUSA,CA,91702,0,0
2017,CAD008302903,VEOLIA ES TECHNICAL SOLUTIONS LLC,1704 W FIRST ST,AZUSA,CA,91702,0,0
2017,CAD008302903,VEOLIA ES TECHNICAL SOLUTIONS LLC,1704 W FIRST ST,AZUSA,CA,91702,0,0
2017,CAD008302903,VEOLIA ES TECHNICAL SOLUTIONS LLC,1704 W FIRST ST,AZUSA,CA,91702,0,0
2017,CAD008302903,VEOLIA ES TECHNICAL SOLUTIONS LLC,1704 W FIRST ST,AZUSA,CA,91702,0,0
2017,CAD008302903,VEOLIA ES TECHNICAL SOLUTIONS LLC,1704 W FIRST ST,AZUSA,CA,91702,0,0
2017,CAD008302903,VEOLIA ES TECHNICAL SOLUTIONS LLC,1704 W FIRST ST,AZUSA,CA,91702,0,0
2017,CAD008302903,VEOLIA ES TECHNICAL SOLUTIONS LLC,1704 W FIRST ST,AZUSA,CA,91702,0,0
2017,CAD008302903,VEOLIA ES TECHNICAL SOLUTIONS LLC,1704 W FIRST ST,AZUSA,CA,91702,0,0
2017,CAD008302903,VEOLIA ES TECHNICAL SOLUTIONS LLC,1704 W FIRST ST,AZUSA,CA,91702,0,0
2017,CAD008302903,VEOLIA ES TECHNICAL SOLUTIONS LLC,1704 W FIRST ST,AZUSA,CA,91702,0,0
2017,CAD008302903,VEOLIA ES TECHNICAL SOLUTIONS LLC,1704 W FIRST ST,AZUSA,CA,91702,0,0
2017,CAD000030494,AEROJET ROCKETDYNE INC,US HWY 50 AND AEROJET RD,RANCHO CORDOVA,CA,95813-6000,0,0
2017,CAD000030494,AEROJET ROCKETDYNE INC,US HWY 50 AND AEROJET RD,RANCHO CORDOVA,CA,95813-6000,0,0
2017,CAD009114919,CHEVRON USA INC RICHMOND REFINERY,841 CHEVRON WAY,RICHMOND,CA,94801,1,0
2017,CAD009114919,CHEVRON USA INC RICHMOND REFINERY,841 CHEVRON WAY,RICHMOND,CA,94801,0,0
2017,CAD009120817,VARIAN MEDICAL SYSTEMS PALO ALTO,3120 HANSEN WAY,PALO ALTO,CA,94304,0,0
2017,FLR000212795,YELLOWFIN YACHTS INC,2059 58TH AVENUE CIR E,BRADENTON,FL,34203-5060,1,0
2017,FL0000338277,LAKE KISSIMMEE PARK,14248 CAMP MACK RD,LAKE WALES,FL,33898-8441,1,0
2017,FLR000215541,SONNTEC ELECTRONICS RECYCLING LLC,215 HAZEN RD,DELAND,FL,32720-3967,0,0
2017,FLR000192419,COSTCO WHOLESALE #1123,8201 S TAMIAMI TRL STE 501,SARASOTA,FL,34238-2966,0,0
2017,FLR000105205,LADY LAKE AUTO SALVAGE,552 S HWY 441,LADY LAKE,FL,32159-0000,1,0
2017,FLR000106294,ELECTROLAB II INC,369 DOUGLAS RD,OLDSMAR,FL,34677-0000,0,1
2017,FLR000163139,BEST PRICE DRY CLEANERS,2777 UNIVERSITY BLVD W,JACKSONVILLE,FL,32217-2176,0,0
2017,FLR000116418,TIRE KINGDOM #6141,10417 ATLANTIC BLVD,JACKSONVILLE,FL,32225-6723,1,1
2017,FL9170024567,US NAVAL AIR STATION PENSACOLA,150 HASE RD,PENSACOLA,FL,32508-0000,1,0
2017,FLR000126805,TARGET #2064,7150 US HIGHWAY 19 N,PINELLAS PARK,FL,33781-4602,1,0
2017,NJD002182897,SAFETY KLEEN SYSTEMS INC,1200 SYLVAN ST,LINDEN,NJ,7036,0,0
2017,FL0000141283,HOME DEPOT #268,3031 NE PINE ISLAND RD,CAPE CORAL,FL,33909-6515,0,0
2017,FLR000074344,WAL-MART SUPERCENTER #990,4965 US HWY 90 W,PACE,FL,32571-0000,0,0
2017,NJD002182897,SAFETY KLEEN SYSTEMS INC,1200 SYLVAN ST,LINDEN,NJ,7036,0,0
2017,FLR000200527,SADDLE CREEK LOGISTICS,3020 SADDLE CREEK RD,LAKELAND,FL,33801-9638,0,0
2017,FLD984241414,WINDSOR METAL FINISHING,1820 AVE A,KISSIMMEE,FL,34758-0000,1,0
2017,FLD984241414,WINDSOR METAL FINISHING,1820 AVE A,KISSIMMEE,FL,34758-0000,1,0
2017,FLD984241414,WINDSOR METAL FINISHING,1820 AVE A,KISSIMMEE,FL,34758-0000,1,0
2017,FLD984241414,WINDSOR METAL FINISHING,1820 AVE A,KISSIMMEE,FL,34758-0000,1,0
2017,FLR000117721,COLLISION CENTER OF PASCO COUNTY,6415 US HIGHWAY 19,NEW PORT RICHEY,FL,34652-2235,0,0
2017,FLD063288245,KEY AUTOMOTIVE OF FLORIDA INC,5300 ALLEN K BREED HWY,LAKELAND,FL,33811-1130,1,1
2017,FLD063288245,KEY AUTOMOTIVE OF FLORIDA INC,5300 ALLEN K BREED HWY,LAKELAND,FL,33811-1130,1,1
2017,FLD984215251,SUPERIOR COATINGS INC,850 PRAIRIE MINE RD STE A,MULBERRY,FL,33860-8169,0,0
2017,FLD984215251,SUPERIOR COATINGS INC,850 PRAIRIE MINE RD STE A,MULBERRY,FL,33860-8169,0,0
2017,FLD984215251,SUPERIOR COATINGS INC,850 PRAIRIE MINE RD STE A,MULBERRY,FL,33860-8169,0,0
2017,FLD984215251,SUPERIOR COATINGS INC,850 PRAIRIE MINE RD STE A,MULBERRY,FL,33860-8169,0,0
2017,FLR000224857,COGGIN TOYOTA AT THE AVENUES,11340 PHILIPS HWY,JACKSONVILLE,FL,32256-1543,0,0
2017,FLD984262782,AERC RECYCLING SOLUTIONS A CLEAN EARTH COMPANY,4317 FORTUNE PL STE J,WEST MELBOURNE,FL,32904-1509,0,0
2017,NJD002200046,"CYCLECHEM,INC.",217 SOUTH FIRST STREET,ELIZABETHPORT,NJ,7206,1,0
2017,NJD002200046,"CYCLECHEM,INC.",217 SOUTH FIRST STREET,ELIZABETHPORT,NJ,7206,1,0
2017,FLR000166637,LOWE'S REGIONAL DISTRIBUTION CENTER #1419,2651 HAM BROWN RD,KISSIMMEE,FL,34746-3415,1,0
2017,FLR000127449,ARCHITECTURAL RAILS INC,3743 FRANKFORD AVE,PANAMA CITY,FL,32405-0000,1,0
2017,NJD002182897,SAFETY KLEEN SYSTEMS INC,1200 SYLVAN ST,LINDEN,NJ,7036,0,0
2017,FL0000022905,HOME DEPOT #6976,11905 SW 152ND ST,MIAMI,FL,33177-1605,1,0
2017,FLR000173195,THATCHER CHEMICAL OF FLORIDA,245 HAZEN RD,DELAND,FL,32720-3967,0,0
2017,FLR000173195,THATCHER CHEMICAL OF FLORIDA,245 HAZEN RD,DELAND,FL,32720-3967,0,0
2017,FLR000173195,THATCHER CHEMICAL OF FLORIDA,245 HAZEN RD,DELAND,FL,32720-3967,0,0
2017,FLR000173195,THATCHER CHEMICAL OF FLORIDA,245 HAZEN RD,DELAND,FL,32720-3967,0,0
2017,FLR000173195,THATCHER CHEMICAL OF FLORIDA,245 HAZEN RD,DELAND,FL,32720-3967,0,0
2017,FLR000173195,THATCHER CHEMICAL OF FLORIDA,245 HAZEN RD,DELAND,FL,32720-3967,0,0
2017,FLR000173195,THATCHER CHEMICAL OF FLORIDA,245 HAZEN RD,DELAND,FL,32720-3967,0,0
2017,FLR000173195,THATCHER CHEMICAL OF FLORIDA,245 HAZEN RD,DELAND,FL,32720-3967,0,0
2017,FLR000173195,THATCHER CHEMICAL OF FLORIDA,245 HAZEN RD,DELAND,FL,32720-3967,0,0
2017,FLR000173195,THATCHER CHEMICAL OF FLORIDA,245 HAZEN RD,DELAND,FL,32720-3967,0,0
2017,FLR000173195,THATCHER CHEMICAL OF FLORIDA,245 HAZEN RD,DELAND,FL,32720-3967,0,0
2017,FLR000168203,FLORIDA TRANSFORMER INC DBA EMERALD TRANSFORMER,4509 STATE HIGHWAY 83 N,DEFUNIAK SPRINGS,FL,32433-3960,1,1
2017,FLR000168203,FLORIDA TRANSFORMER INC DBA EMERALD TRANSFORMER,4509 STATE HIGHWAY 83 N,DEFUNIAK SPRINGS,FL,32433-3960,1,1
2017,FLR000168203,FLORIDA TRANSFORMER INC DBA EMERALD TRANSFORMER,4509 STATE HIGHWAY 83 N,DEFUNIAK SPRINGS,FL,32433-3960,1,1
2017,FLR000168203,FLORIDA TRANSFORMER INC DBA EMERALD TRANSFORMER,4509 STATE HIGHWAY 83 N,DEFUNIAK SPRINGS,FL,32433-3960,1,1
2017,FLR000168203,FLORIDA TRANSFORMER INC DBA EMERALD TRANSFORMER,4509 STATE HIGHWAY 83 N,DEFUNIAK SPRINGS,FL,32433-3960,1,1
2017,FLR000168203,FLORIDA TRANSFORMER INC DBA EMERALD TRANSFORMER,4509 STATE HIGHWAY 83 N,DEFUNIAK SPRINGS,FL,32433-3960,1,1
2017,FLR000168203,FLORIDA TRANSFORMER INC DBA EMERALD TRANSFORMER,4509 STATE HIGHWAY 83 N,DEFUNIAK SPRINGS,FL,32433-3960,1,1
2017,FLD000611988,CHEVRON PANAMA CITY TERMINAL #1289731,525 W BEACH DR,PANAMA CITY,FL,32401-2313,1,0
2017,FLR000203679,WAL-MART SUPERCENTER #5912,21151 S DIXIE HWY,MIAMI,FL,33189-2724,0,0
2017,FL3690330763,USCG STATION CORTEZ,124 ST CT WEST,CORTEZ,FL,33522-0000,0,0
2017,FL7570024375,HURLBURT FIELD AFB,415 INDEPENDENCE RD,HURLBURT FIELD,FL,32544-5267,1,0
2017,FLR000113951,DOLLAR GENERAL CORP,17815 PEGGY RD,ALACHUA,FL,32615-8141,0,0
2017,FL9170024260,USN - MAYPORT,B 1986 BON HOMME RICHARD ST,MAYPORT,FL,32228-0000,0,0
2017,FL9170024260,USN - MAYPORT,B 1986 BON HOMME RICHARD ST,MAYPORT,FL,32228-0000,0,0
2017,FL9170024260,USN - MAYPORT,B 1986 BON HOMME RICHARD ST,MAYPORT,FL,32228-0000,0,0
2017,FL9170024260,USN - MAYPORT,B 1986 BON HOMME RICHARD ST,MAYPORT,FL,32228-0000,0,0
2017,CAL000250585,BHL INDUSTRIES INC,11201 SANTA FE AVENUE,LYNWOOD,CA,90262,0,0
2017,FLR000142901,CHURCH OF SCIENTOLOGY - FURNITURE SHOP,601 GRAND CENTRAL ST,CLEARWATER,FL,33756-3409,0,0
2017,FL8690310836,ST PETERSBURG USCG STATION,600 8TH AVE SE,ST PETERSBURG,FL,33701-5030,1,0
2017,FLD982148652,SEARS LOGISTIC DIST CENTER,1 IMESON PARK BLVD,JACKSONVILLE,FL,32218-5699,1,0
2017,NJD002182897,SAFETY KLEEN SYSTEMS INC,1200 SYLVAN ST,LINDEN,NJ,7036,0,0
2017,NJD002182897,SAFETY KLEEN SYSTEMS INC,1200 SYLVAN ST,LINDEN,NJ,7036,0,0
2017,FLD101872190,ADVENTHEALTH ORLANDO,601 EAST ROLLINS ST,ORLANDO,FL,32803-0000,1,1
2017,FLD101872190,ADVENTHEALTH ORLANDO,601 EAST ROLLINS ST,ORLANDO,FL,32803-0000,1,1
2017,FLD101872190,ADVENTHEALTH ORLANDO,601 EAST ROLLINS ST,ORLANDO,FL,32803-0000,1,1
2017,FLD101872190,ADVENTHEALTH ORLANDO,601 EAST ROLLINS ST,ORLANDO,FL,32803-0000,1,1
2017,NJD002182897,SAFETY KLEEN SYSTEMS INC,1200 SYLVAN ST,LINDEN,NJ,7036,0,0
2017,FLR000125633,TARGET STORE T - 0686,4711 BAYOU BLVD,PENSACOLA,FL,32503-2607,0,0
2017,FL6170024412,JACKSONVILLE NAS,6500 ROOSEVELT BLVD,JACKSONVILLE,FL,32212-1192,0,1
2017,FLR000169441,BUSBY CABINETS,13313 SOUTHERN PRECAST DR,ALACHUA,FL,32615-8548,1,1
2017,FLR000133728,WAL-MART SUPERCENTER #3439,9360 NAVARRE PKWY,NAVARRE,FL,32566-2910,0,0
2017,FLD000608083,EXIDE TECHNOLOGIES,3521 SOUTH YOKAM DIAMOND STREE,TAMPA,FL,33619-0000,0,0
2017,NJR986632313,RENAISSANCE LAKEWOOD LLC,1720 OAK ST,LAKEWOOD,NJ,8701,0,0
2017,FLD980838791,S 2 YACHTS PURSUIT DIVISION,3901 SAINT LUCIE BLVD,FORT PIERCE,FL,34946-9025,1,0
2017,FLD980838791,S 2 YACHTS PURSUIT DIVISION,3901 SAINT LUCIE BLVD,FORT PIERCE,FL,34946-9025,1,0
2017,FLD980838791,S 2 YACHTS PURSUIT DIVISION,3901 SAINT LUCIE BLVD,FORT PIERCE,FL,34946-9025,1,0
2017,FLR000074559,WAL-MART #1436,6294 FOREST HILL BLVD,GREENACRES,FL,33415-6109,0,1
2017,FLR000181024,BAYFRONT HEALTH SEVEN RIVERS,6201 N SUNCOAST BLVD,CRYSTAL RIVER,FL,34428-6712,1,0
2017,FLR000066654,FLAGLER CHRYSLER DODGE JEEP INC,5925 FL-100,PALM COAST,FL,32164-0000,1,0
2017,FLR000040675,BRANDON HONDA,9209 E ADAMO DR,TAMPA,FL,33619-2603,1,0
2017,FLD981859085,TOM BUSH CPO BMW,9910 ATLANTIC BLVD,JACKSONVILLE,FL,32225-6554,0,0
2017,FLD984171165,SAFETY-KLEEN SYSTEMS INC,600 CENTRAL PARK DR,SANFORD,FL,32771-6690,0,0
2017,FLD984171165,SAFETY-KLEEN SYSTEMS INC,600 CENTRAL PARK DR,SANFORD,FL,32771-6690,0,0
2017,FLD984171165,SAFETY-KLEEN SYSTEMS INC,600 CENTRAL PARK DR,SANFORD,FL,32771-6690,0,0
2017,FLR000130948,HOME DEPOT #HD6975,2508 SKYLINE RD,CAPE CORAL,FL,33914-0000,0,0
2017,FLR000223271,BRONCO DALE'S AUTO SALVAGE,19646 SALTSDALE RD,UMATILLA,FL,32784-8863,0,0
2017,FLR000081281,PERSONAL TOUCH DRY CLEAN,1516 FLORIDA BLVD,BRADENTON,FL,34207-5854,1,1
2017,FLR000081281,PERSONAL TOUCH DRY CLEAN,1516 FLORIDA BLVD,BRADENTON,FL,34207-5854,1,1
2017,FLR000081281,PERSONAL TOUCH DRY CLEAN,1516 FLORIDA BLVD,BRADENTON,FL,34207-5854,1,1
2017,FLD981470917,FERMAN CHEVROLET OLDSMOBILE,43520 US HIGHWAY 19 N,TARPON SPRINGS,FL,34689-6224,0,0
2017,FLR000119115,O'BRIENS AUTO EMPORIUM,210 S R 16,SAINT AUGUSTINE,FL,32095-0000,1,0
2017,FLD004106811,K C INDUSTRIES PROPERTIES LLC,2420 OLD HWY 60,MULBERRY,FL,33860-7926,0,0
2017,FLD004106811,K C INDUSTRIES PROPERTIES LLC,2420 OLD HWY 60,MULBERRY,FL,33860-7926,0,0
2017,FLD004106811,K C INDUSTRIES PROPERTIES LLC,2420 OLD HWY 60,MULBERRY,FL,33860-7926,0,0
2017,FLR000074591,WAL-MART SUPERCENTER #1605,4600 MOBILE HWY STE 122,PENSACOLA,FL,32506-3508,0,0
2017,FLR000098665,PRECISION COATINGS LLC,701 COLUMBIA BLVD BLDG 401A,TITUSVILLE,FL,32780-7902,1,0
2017,FLR000032292,TARGET #0799,5350 FRUITVILLE RD,SARASOTA,FL,34232-6401,1,1
2017,NJD002200046,"CYCLECHEM,INC.",217 SOUTH FIRST STREET,ELIZABETHPORT,NJ,7206,0,0
2017,NJD002200046,"CYCLECHEM,INC.",217 SOUTH FIRST STREET,ELIZABETHPORT,NJ,7206,0,0
2017,FL0000338277,LAKE KISSIMMEE PARK,14248 CAMP MACK RD,LAKE WALES,FL,33898-8441,0,0
2017,FLR000221713,"UNLIMITED FILL, INC",3100 WHITFIELD AVE,SARASOTA,FL,34243-3380,1,0
2017,FLR000065458,REGENCY DRY CLEANERS,11630 OAKHURST RD,LARGO,FL,33774-3950,0,0
2017,FLR000173195,THATCHER CHEMICAL OF FLORIDA,245 HAZEN RD,DELAND,FL,32720-3967,0,0
2017,FLR000173195,THATCHER CHEMICAL OF FLORIDA,245 HAZEN RD,DELAND,FL,32720-3967,0,0
2017,FLR000173195,THATCHER CHEMICAL OF FLORIDA,245 HAZEN RD,DELAND,FL,32720-3967,0,0
2017,FLR000173195,THATCHER CHEMICAL OF FLORIDA,245 HAZEN RD,DELAND,FL,32720-3967,0,0
2017,FLR000173195,THATCHER CHEMICAL OF FLORIDA,245 HAZEN RD,DELAND,FL,32720-3967,0,0
2017,FLR000173195,THATCHER CHEMICAL OF FLORIDA,245 HAZEN RD,DELAND,FL,32720-3967,0,0
2017,FLR000173195,THATCHER CHEMICAL OF FLORIDA,245 HAZEN RD,DELAND,FL,32720-3967,0,0
2017,FLR000173195,THATCHER CHEMICAL OF FLORIDA,245 HAZEN RD,DELAND,FL,32720-3967,0,0
2017,FLR000173195,THATCHER CHEMICAL OF FLORIDA,245 HAZEN RD,DELAND,FL,32720-3967,0,0
2017,FLR000173195,THATCHER CHEMICAL OF FLORIDA,245 HAZEN RD,DELAND,FL,32720-3967,0,0
2017,FLR000173195,THATCHER CHEMICAL OF FLORIDA,245 HAZEN RD,DELAND,FL,32720-3967,0,0
2017,FLR000104695,FLORIDA TILE CLOSED IMPOUNDMENT,SEC 13 TWSHP 28 RANGE 23 POLK,LAKELAND,FL,33802-0000,0,0
2017,FLR000143032,WAL-MART SUPERCENTER #1916,5571 W HILLSBORO BLVD,COCONUT CREEK,FL,33073-4376,0,0
2017,FL7170023710,USMC SUPPORT FACILITY - BLOUNT ISLAND,5880 CHANNEL VIEW BLVD,JACKSONVILLE,FL,32226-3404,1,0
2017,FLR000108027,BLACK CREEK DIESEL PERFORMANCE,1023 LANE AVE N,JACKSONVILLE,FL,32254-2225,0,0
2017,FL8570024366,EGLIN AIR FORCE BASE,501 DELEON ST SUITE 101,EGLIN AFB,FL,32542-5105,1,0
2017,FLR000130534,WAL-MART SUPERCENTER #3311,19501 NW 27TH AVE,MIAMI GARDENS,FL,33017-0000,0,0
2017,NJD002182897,SAFETY KLEEN SYSTEMS INC,1200 SYLVAN ST,LINDEN,NJ,7036,0,0
2017,FLR000210567,TRACTOR SUPPLY COMPANY #532,18741 CORTEZ BLVD,BROOKSVILLE,FL,34601-3037,0,0
2017,FLR000193953,RAINEY CONSTRUCTION CO,4477 E COUNTY ROAD 462,WILDWOOD,FL,34785-8763,1,0
2017,FLR000081281,PERSONAL TOUCH DRY CLEAN,1516 FLORIDA BLVD,BRADENTON,FL,34207-5854,0,1
2017,FLR000081281,PERSONAL TOUCH DRY CLEAN,1516 FLORIDA BLVD,BRADENTON,FL,34207-5854,0,1
2017,FLR000081281,PERSONAL TOUCH DRY CLEAN,1516 FLORIDA BLVD,BRADENTON,FL,34207-5854,0,1
2017,FLD982162570,COURTESY TOYOTA OF BRANDON,9210 ADAMO DR,TAMPA,FL,33619-2604,1,1
2017,FLD980847214,SAFETY-KLEEN SYSTEMS INC,161 INDUSTRIAL LOOP S,ORANGE PARK,FL,32073-6259,0,0
2017,FLD981474083,GIBSONS TRUCK WORLD,3455 S ORLANDO DR,SANFORD,FL,32773-5607,1,0
2017,FLR000221069,EAST COAST METAL STRUCTURES,3450 DR MARTIN LUTHER KING JR,RIVIERA BEACH,FL,33404-6314,0,0
2017,FLD980837470,XCELIENCE,4910 SAVARESE CIR,TAMPA,FL,33634-2403,1,0
2017,NJD002200046,"CYCLECHEM,INC.",217 SOUTH FIRST STREET,ELIZABETHPORT,NJ,7206,0,0
2017,NJD002200046,"CYCLECHEM,INC.",217 SOUTH FIRST STREET,ELIZABETHPORT,NJ,7206,0,0
2017,FLR000125674,TARGET STORE T - 0740,250 E MIRACLE STRIP PKWY,MARY ESTHER,FL,32569-1924,1,0
2017,FLR000096792,WAL MART SUPERCENTER #811,,,FL,,0,1
2017,FLD000604272,WOLVERINE ADVANCED MATERIALS LLC,10825 COUNTY ROAD 44,LEESBURG,FL,34788-2616,1,0
2017,FLD115396988,TOMS DRY CLEANERS,10025 SAN JOSE BLVD,JACKSONVILLE,FL,32257-5835,0,0
2017,FLD052942521,CLARK CRAFT CLEANERS,5617 UNIVERSITY BLVD W,JACKSONVILLE,FL,32216-5558,1,0
2017,FLD003952033,MOSAIC FERTILIZER LLC - BARTOW FACILITY,3200 US HWY 60 W (A),BARTOW,FL,33830-0000,1,0
2017,FLD003952033,MOSAIC FERTILIZER LLC - BARTOW FACILITY,3200 US HWY 60 W (A),BARTOW,FL,33830-0000,1,0
2017,FLD003952033,MOSAIC FERTILIZER LLC - BARTOW FACILITY,3200 US HWY 60 W (A),BARTOW,FL,33830-0000,1,0
2017,FLD003952033,MOSAIC FERTILIZER LLC - BARTOW FACILITY,3200 US HWY 60 W (A),BARTOW,FL,33830-0000,1,0
